scenario_id;data_type;split;monthly_loan_dkk;study_months;initial_debt_dkk;target_debt_dkk
1786;synthetic;train;250;29;65425;79677.64
1787;synthetic;train;3042;49;85365;262652.66
1788;synthetic;train;1037;13;8638;22819.68
1789;synthetic;train;2214;56;28531;170891.47
1790;synthetic;train;2977;63;36013;253420.47
1791;synthetic;test;907;63;67141;146479.59
1792;synthetic;train;648;22;48597;67103.77
1793;synthetic;train;1942;14;94865;127266.85
1794;synthetic;train;1476;33;6053;58324.43
1795;synthetic;train;3327;20;98695;174406.07
1796;synthetic;train;1884;74;17912;181259.03
1797;synthetic;train;630;68;81966;150934.75
1798;synthetic;test;2063;3;94373;101550.23
1799;synthetic;train;1494;79;87074;248475.14
1800;synthetic;test;3235;58;67325;288963.68
1801;synthetic;train;2024;3;38786;45287.72
1802;synthetic;train;2776;69;55957;286078.36
1803;synthetic;test;2696;2;46841;52572.78
1804;synthetic;test;1929;75;31105;204526.52
1805;synthetic;train;873;30;17039;46415.66
1806;synthetic;train;2122;54;80112;221620.95
1807;synthetic;train;3693;7;24725;51505.71
1808;synthetic;train;1142;21;82729;113598.38
1809;synthetic;train;530;3;86057;88521.06
1810;synthetic;train;3653;20;33285;111247.58
1811;synthetic;train;1912;45;99088;208065.94
1812;synthetic;train;1535;2;42276;45643.68
1813;synthetic;test;2114;44;51229;159644.52
1814;synthetic;train;3505;68;25171;299469.71
1815;synthetic;train;1350;57;41034;134477.99
1816;synthetic;train;1627;15;25437;51804.98
1817;synthetic;test;2815;71;78471;325211.64
1818;synthetic;train;1169;12;15969;30955.28
1819;synthetic;test;1495;44;89291;174328.59
1820;synthetic;train;3415;1;70756;74418.24
1821;synthetic;train;1135;17;55504;78618.78
1822;synthetic;train;128;29;55222;64720.39
1823;synthetic;train;1033;50;46004;110621.36
1824;synthetic;train;3037;16;5710;56014.26
1825;synthetic;train;2012;22;70670;122039.0
1826;synthetic;train;354;49;98984;135386.68
1827;synthetic;train;353;26;84441;101675.17
1828;synthetic;train;2027;15;21313;53632.43
1829;synthetic;train;2906;73;36056;286495.16
1830;synthetic;train;1800;66;17692;155114.97
1831;synthetic;train;783;66;18666;81139.46
1832;synthetic;train;2929;42;99004;246104.89
1833;synthetic;train;125;80;22529;40877.51
1834;synthetic;train;133;61;53253;74248.57
1835;synthetic;test;3182;10;8078;40760.59
1836;synthetic;train;2155;75;40576;235967.27
1837;synthetic;train;3030;77;86969;378739.26
1838;synthetic;train;1932;59;52567;190128.57
1839;synthetic;train;2561;48;52509;195115.57
1840;synthetic;test;1659;55;75110;190491.31
1841;synthetic;test;3492;52;10052;210523.09
1842;synthetic;test;2232;27;2681;66092.35
1843;synthetic;train;275;50;94481;126570.21
1844;synthetic;train;1921;38;8866;88005.08
1845;synthetic;train;2566;5;84112;98482.11
1846;synthetic;train;3102;84;28428;338728.29
1847;synthetic;train;614;26;79952;103880.49
1848;synthetic;train;831;75;15418;90698.88
1849;synthetic;test;185;19;75409;83965.48
1850;synthetic;train;2288;30;65604;144794.98
1851;synthetic;train;2464;47;51405;185672.41
1852;synthetic;test;385;22;52770;65580.7
1853;synthetic;train;513;40;11694;35343.94
1854;synthetic;train;2991;9;9253;36905.98
1855;synthetic;train;2423;19;35141;85037.34
1856;synthetic;test;1194;19;76178;104607.67
1857;synthetic;test;2629;21;68685;130935.71
1858;synthetic;train;2711;46;57839;202388.01
1859;synthetic;train;3552;39;38541;192047.57
1860;synthetic;train;2048;71;70959;254166.81
1861;synthetic;train;285;39;73983;96124.03
1862;synthetic;train;850;84;80811;189388.81
1863;synthetic;train;3217;7;57967;82154.43
1864;synthetic;train;2005;53;85027;217832.97
1865;synthetic;test;1342;45;67949;144180.39
1866;synthetic;train;2862;65;33693;249857.44
1867;synthetic;test;3793;1;49246;53215.8
1868;synthetic;train;2313;6;45116;60066.69
1869;synthetic;train;2264;52;11902;142892.51
1870;synthetic;train;1054;21;63992;91587.89
1871;synthetic;test;1249;49;73103;152634.33
1872;synthetic;train;3029;16;90353;145154.5
1873;synthetic;train;629;2;4496;5790.32
1874;synthetic;train;763;74;20788;90720.82
1875;synthetic;train;2635;36;3994;105446.09
1876;synthetic;train;1687;3;47617;53189.58
1877;synthetic;train;2122;44;28253;133425.28
1878;synthetic;train;2912;51;25478;192318.89
1879;synthetic;train;1651;10;92332;112272.03
1880;synthetic;train;2861;25;67492;148055.84
1881;synthetic;train;2580;52;5405;153137.39
1882;synthetic;train;3338;81;97415;438395.15
1883;synthetic;train;3726;79;73908;433363.92
1884;synthetic;train;216;40;24515;37262.24
1885;synthetic;test;835;70;81252;168493.77
1886;synthetic;train;1983;62;12936;152676.14
1887;synthetic;train;843;73;45121;127301.89
1888;synthetic;train;2077;39;20216;109655.98
1889;synthetic;train;3140;64;68385;308953.41
1890;synthetic;test;1342;55;95326;195603.28
1891;synthetic;train;2469;42;27047;142584.02
1892;synthetic;train;1986;32;61127;135166.42
1893;synthetic;test;173;16;78694;85845.32
1894;synthetic;test;1446;37;54390;118546.74
1895;synthetic;train;1665;64;24535;149314.15
1896;synthetic;train;2882;18;37059;92896.87
1897;synthetic;train;2233;75;23255;220391.74
1898;synthetic;train;2232;6;7542;21243.22
1899;synthetic;train;2916;61;37647;243664.65
1900;synthetic;train;2367;32;27724;110896.28
1901;synthetic;train;1639;27;81505;135546.37
1902;synthetic;train;1564;27;53615;102912.17
1903;synthetic;test;2880;23;93955;170384.13
1904;synthetic;train;1761;56;95725;223918.14
1905;synthetic;train;1640;17;74779;107862.83
1906;synthetic;train;25;39;98000;112623.88
1907;synthetic;train;1574;58;52528;164576.19
1908;synthetic;train;815;27;52353;80336.91
1909;synthetic;train;396;35;41485;61333.43
1910;synthetic;train;3172;11;84270;123009.55
1911;synthetic;train;1559;55;55693;161128.85
1912;synthetic;test;1139;79;22446;132283.85
1913;synthetic;test;137;64;62146;86684.78
1914;synthetic;train;3384;39;1684;143074.98
1915;synthetic;train;76;37;24955;31222.29
1916;synthetic;train;3504;10;88082;126751.36
1917;synthetic;test;823;11;27457;37716.78
1918;synthetic;test;547;34;33046;56728.49
1919;synthetic;train;2010;46;99;100193.86
1920;synthetic;test;474;14;19472;27204.99
1921;synthetic;train;355;27;54967;70179.97
1922;synthetic;train;1173;28;46955;86020.63
1923;synthetic;train;2083;28;22182;85577.63
1924;synthetic;train;1555;3;49257;54447.38
1925;synthetic;train;3577;34;10830;141106.97
1926;synthetic;train;2686;11;19364;50229.52
1927;synthetic;train;556;75;98128;173390.52
1928;synthetic;train;2164;52;64546;199795.48
1929;synthetic;train;2319;46;98670;230455.33
1930;synthetic;train;2785;8;39194;62868.25
1931;synthetic;train;3703;34;20401;156367.81
1932;synthetic;test;3300;53;56257;258698.45
1933;synthetic;test;1596;11;38395;57737.57
1934;synthetic;train;1662;79;30727;190390.43
1935;synthetic;train;567;36;99707;134118.01
1936;synthetic;train;1832;32;66689;136144.79
1937;synthetic;train;2465;26;96791;172594.38
1938;synthetic;test;2253;5;40757;52818.98
1939;synthetic;train;3506;34;56781;190002.49
1940;synthetic;train;2327;60;87232;261301.94
1941;synthetic;train;566;44;53339;88614.02
1942;synthetic;train;579;57;11815;50683.99
1943;synthetic;train;1733;28;15498;67952.73
1944;synthetic;train;3124;21;25524;95435.3
1945;synthetic;train;3246;74;3447;277227.75
1946;synthetic;train;1055;60;77814;165189.2
1947;synthetic;train;3797;47;748;194368.24
1948;synthetic;train;3319;14;12079;60299.67
1949;synthetic;train;2561;51;5999;149694.64
1950;synthetic;train;643;50;25535;65195.38
1951;synthetic;train;2599;35;58815;162715.11
1952;synthetic;train;1804;31;34240;96969.36
1953;synthetic;train;2649;44;59430;194531.64
1954;synthetic;test;2193;18;91323;137708.36
1955;synthetic;train;2139;61;88191;252946.46
1956;synthetic;train;3513;57;78712;316011.65
1957;synthetic;test;1792;62;32158;163128.77
1958;synthetic;test;2704;8;91428;115853.73
1959;synthetic;train;929;56;1118;58629.39
1960;synthetic;train;591;83;83337;166438.86
1961;synthetic;train;845;11;81488;94009.18
1962;synthetic;train;3762;15;66395;127751.8
1963;synthetic;train;1077;63;41828;127197.7
1964;synthetic;train;476;28;53862;73113.95
1965;synthetic;train;3033;2;95770;102505.89
1966;synthetic;train;2468;74;93006;326405.12
1967;synthetic;train;583;8;77669;84499.01
1968;synthetic;train;713;13;46852;58411.54
1969;synthetic;test;3470;67;51788;325603.64
1970;synthetic;train;746;29;68850;98575.74
1971;synthetic;test;596;45;1180;30351.08
1972;synthetic;test;1235;21;68109;99946.39
1973;synthetic;train;3473;13;79727;129468.45
1974;synthetic;train;2492;82;91151;355083.42
1975;synthetic;train;382;63;59218;99849.73
1976;synthetic;train;429;22;92695;109544.28
1977;synthetic;test;2063;29;32045;98205.2
1978;synthetic;train;3183;24;15889;96867.92
1979;synthetic;train;2180;84;18331;235870.11
1980;synthetic;train;970;40;19981;64395.8
1981;synthetic;train;2473;22;12818;70332.67
1982;synthetic;train;992;79;93490;211385.43
1983;synthetic;train;1921;34;81953;161037.97
1984;synthetic;train;738;55;68005;126279.81
1985;synthetic;train;2698;19;71613;129292.56
1986;synthetic;train;2325;74;17439;217718.94
1987;synthetic;train;2331;70;27821;219165.33
1988;synthetic;train;2826;9;71810;99854.95
1989;synthetic;train;2303;17;6635;47367.84
1990;synthetic;train;2832;21;49745;115047.61
1991;synthetic;train;230;81;54889;93288.5
1992;synthetic;train;3540;14;20579;72377.51
1993;synthetic;train;2319;51;79087;222828.11
1994;synthetic;train;3526;70;14022;296099.1
1995;synthetic;train;1176;77;54896;174312.16
1996;synthetic;train;3294;48;4974;177560.94
1997;synthetic;train;1796;70;65512;224501.66
1998;synthetic;train;504;18;85438;100076.92
1999;synthetic;train;3721;64;9808;277982.1
2000;synthetic;train;2352;70;64020;266517.87
2001;synthetic;train;2257;40;24485;124696.23
2002;synthetic;train;1066;63;6981;83450.45
2003;synthetic;train;321;34;77442;98293.7
2004;synthetic;train;2496;50;53413;199091.92
2005;synthetic;train;420;28;7950;21072.19
2006;synthetic;train;2880;64;25809;237695.96
2007;synthetic;train;1113;27;88931;128786.19
2008;synthetic;train;1856;65;44883;190627.2
2009;synthetic;train;2653;45;27860;161362.46
2010;synthetic;train;3329;60;76934;315381.17
2011;synthetic;train;3602;21;9156;88296.92
2012;synthetic;train;2212;28;43578;112855.07
2013;synthetic;test;891;34;39325;76163.62
2014;synthetic;train;1332;63;59265;166604.74
2015;synthetic;train;1802;10;57073;77357.91
2016;synthetic;train;665;27;41491;64209.22
2017;synthetic;test;536;33;26693;48518.22
2018;synthetic;train;3229;73;456;267840.17
2019;synthetic;train;2289;54;37799;180873.76
2020;synthetic;train;1782;67;37796;181210.17
2021;synthetic;train;244;32;25389;36494.48
2022;synthetic;train;1454;20;14987;46138.02
2023;synthetic;train;3744;11;70610;115259.52
2024;synthetic;train;2726;52;91146;263378.86
2025;synthetic;train;18;26;18431;20586.38
2026;synthetic;test;2192;54;89791;237353.23
2027;synthetic;test;1442;20;92428;128659.98
2028;synthetic;train;2557;65;44498;241102.35
2029;synthetic;train;1700;33;74952;143047.0
2030;synthetic;train;800;82;17592;98660.21
2031;synthetic;train;1751;27;64253;119841.82
2032;synthetic;train;2586;78;78922;333001.91
2033;synthetic;train;944;18;88656;111669.17
2034;synthetic;test;1853;9;82497;101962.6
2035;synthetic;train;2464;3;78284;86510.84
2036;synthetic;train;2308;52;86494;234078.46
2037;synthetic;train;1883;39;61735;148836.38
2038;synthetic;train;751;13;84378;98102.26
2039;synthetic;train;819;43;26990;69066.46
2040;synthetic;train;875;51;80237;143794.86
2041;synthetic;train;1679;12;24447;46032.93
2042;synthetic;train;625;75;31953;94343.27
2043;synthetic;train;1420;6;44603;54122.48
2044;synthetic;test;3472;35;65125;202264.09
2045;synthetic;train;691;13;73163;85592.99
2046;synthetic;train;249;38;31670;46042.21
2047;synthetic;test;61;45;96402;114941.34
2048;synthetic;train;262;69;53918;88191.01
2049;synthetic;train;2749;9;86910;114709.37
2050;synthetic;train;43;77;65781;88773.35
2051;synthetic;train;1282;1;61096;62585.93
2052;synthetic;train;332;52;77315;110800.45
2053;synthetic;train;1015;21;22195;45915.75
2054;synthetic;train;854;10;24970;34513.07
2055;synthetic;train;2505;26;78092;153293.55
2056;synthetic;train;3113;64;53953;289166.87
2057;synthetic;train;1201;79;20526;135398.0
2058;synthetic;train;1765;39;74559;158515.42
2059;synthetic;train;2077;68;91909;274005.04
2060;synthetic;train;1484;74;16968;146432.43
2061;synthetic;train;3481;15;85027;143008.29
2062;synthetic;train;1482;82;12919;156926.41
2063;synthetic;train;1768;76;4747;159255.01
2064;synthetic;test;1007;8;32127;41171.57
2065;synthetic;train;1483;52;25768;114966.65
2066;synthetic;train;603;15;93841;107934.11
2067;synthetic;train;3622;19;19542;91975.97
2068;synthetic;train;205;81;70615;111551.66
2069;synthetic;train;2891;25;64095;145147.52
2070;synthetic;train;227;57;57966;84344.52
2071;synthetic;train;1259;60;64643;162677.5
2072;synthetic;test;1668;16;2356;29941.73
2073;synthetic;train;3563;24;30179;121855.93
2074;synthetic;train;2588;22;37575;99599.46
2075;synthetic;train;2702;51;65645;228223.65
2076;synthetic;train;17;38;47527;54623.38
2077;synthetic;train;2403;13;15949;48631.85
2078;synthetic;train;2897;57;81119;280194.04
2079;synthetic;train;1028;84;27283;135876.94
2080;synthetic;train;2473;14;91851;131731.69
2081;synthetic;test;1263;68;33125;138074.93
2082;synthetic;train;3005;39;6249;132463.31
2083;synthetic;train;723;58;19300;69740.25
2084;synthetic;train;1046;46;25305;81571.52
2085;synthetic;test;489;53;68890;110567.94
2086;synthetic;train;2785;80;12449;271945.21
2087;synthetic;test;1621;20;90111;129891.49
2088;synthetic;train;2051;9;69215;90088.76
2089;synthetic;train;163;24;72137;82213.92
2090;synthetic;train;1922;64;57119;207993.55
2091;synthetic;test;3203;48;5681;173646.29
2092;synthetic;train;270;66;3860;24769.69
2093;synthetic;train;1430;2;30334;33410.88
2094;synthetic;train;2261;15;46610;83829.29
2095;synthetic;train;3784;6;6366;29464.74
2096;synthetic;train;1030;70;40580;132549.34
2097;synthetic;train;2430;3;73508;81584.24
2098;synthetic;train;256;60;14792;35090.11
2099;synthetic;train;3262;25;18379;105153.33
2100;synthetic;test;1279;1;16512;17850.3
2101;synthetic;train;2274;26;35386;100444.04
2102;synthetic;train;3067;11;39589;75484.34
2103;synthetic;train;707;41;33175;69133.97
2104;synthetic;train;175;6;85234;88015.28
2105;synthetic;train;216;66;91603;130071.9
2106;synthetic;train;1770;27;77632;135016.22
2107;synthetic;train;3732;11;96437;141914.78
2108;synthetic;train;3586;12;5473;49671.82
2109;synthetic;train;2716;7;60081;80764.16
2110;synthetic;train;246;59;23170;44260.1
2111;synthetic;test;365;6;18856;21451.98
2112;synthetic;test;2054;7;80228;96689.79
2113;synthetic;train;2295;25;98660;167147.95
2114;synthetic;train;2502;57;17394;178325.62
2115;synthetic;train;2700;47;98459;252719.16
2116;synthetic;train;1816;57;34113;155408.49
2117;synthetic;train;152;11;86701;91639.37
2118;synthetic;train;2804;31;69783;169084.64
2119;synthetic;test;16;4;50723;51467.24
2120;synthetic;train;2374;79;75966;313673.99
2121;synthetic;test;977;69;49151;137744.57
2122;synthetic;train;3138;15;2622;51101.13
2123;synthetic;train;219;84;8054;31911.33
2124;synthetic;train;3569;62;14604;264119.41
2125;synthetic;train;3283;13;14330;58651.8
2126;synthetic;train;2186;25;29082;88687.51
2127;synthetic;train;741;52;2685;45329.06
2128;synthetic;train;931;47;48654;104334.55
2129;synthetic;train;2659;19;64788;121255.89
2130;synthetic;train;2887;33;25681;129528.63
2131;synthetic;train;2109;49;9410;123507.18
2132;synthetic;test;2147;13;56883;87968.84
2133;synthetic;train;3540;46;76151;265005.28
2134;synthetic;test;1176;78;81276;210271.38
2135;synthetic;train;3483;63;64939;324618.38
2136;synthetic;train;1995;78;84820;287926.44
2137;synthetic;train;1583;8;361;13226.19
2138;synthetic;train;887;6;21150;26960.98
2139;synthetic;train;416;83;9535;52402.05
2140;synthetic;train;2382;30;17421;94523.89
2141;synthetic;test;2664;82;79065;355448.55
2142;synthetic;train;3705;50;67358;281440.96
2143;synthetic;train;556;72;74790;140349.07
2144;synthetic;train;965;30;61089;97997.63
2145;synthetic;train;49;69;28059;39108.56
2146;synthetic;train;284;28;83577;100087.06
2147;synthetic;train;1042;46;81187;146498.12
2148;synthetic;train;128;64;28869;44866.29
2149;synthetic;train;2643;16;13900;58166.51
2150;synthetic;train;2995;68;98133;351977.48
2151;synthetic;train;2573;40;19483;132524.42
2152;synthetic;train;1121;55;34610;109331.96
2153;synthetic;train;1837;15;43935;74485.1
2154;synthetic;train;904;10;13194;22847.85
2155;synthetic;test;1969;31;9993;75484.54
2156;synthetic;train;1954;14;1544;29667.5
2157;synthetic;train;503;38;95411;128681.46
2158;synthetic;train;918;24;24265;49256.37
2159;synthetic;train;1349;61;32208;130845.01
2160;synthetic;train;2498;76;94619;338221.23
2161;synthetic;train;2139;60;91916;254515.36
2162;synthetic;train;2989;26;13202;95705.39
2163;synthetic;test;436;75;55622;108594.72
2164;synthetic;test;1126;30;28168;66708.13
2165;synthetic;train;3047;52;87943;277824.32
2166;synthetic;train;1146;40;12173;63018.71
2167;synthetic;train;3691;43;55301;234722.68
2168;synthetic;train;1571;23;94841;139999.35
2169;synthetic;train;1858;57;3731;121321.2
2170;synthetic;train;1048;68;8783;91117.87
2171;synthetic;train;385;69;30875;68756.48
2172;synthetic;train;1040;48;19492;77086.04
2173;synthetic;train;163;1;7931;8120.98
2174;synthetic;train;602;59;29795;75568.74
2175;synthetic;test;272;2;47708;48573.3
2176;synthetic;train;3192;29;6385;104375.59
2177;synthetic;test;866;42;18878;60811.26
2178;synthetic;train;3718;65;34458;313026.59
2179;synthetic;train;3615;28;14018;121649.28
2180;synthetic;train;3565;81;31266;372919.95
2181;synthetic;train;2260;15;64166;102268.47
2182;synthetic;train;2622;60;56874;243858.35
2183;synthetic;train;2675;47;81981;232177.38
2184;synthetic;train;682;41;41639;77735.26
2185;synthetic;train;2026;12;32383;58547.58
2186;synthetic;train;3625;9;63531;98636.14
2187;synthetic;test;2525;40;3361;112049.94
2188;synthetic;train;130;24;10251;14356.67
2189;synthetic;train;358;14;19072;25120.7
2190;synthetic;train;3186;54;3041;192424.76
2191;synthetic;train;2388;12;42105;73104.95
2192;synthetic;train;144;8;13259;14786.15
2193;synthetic;train;1646;39;35274;108822.35
2194;synthetic;train;2356;61;72874;248882.83
2195;synthetic;train;2200;46;49157;166827.0
2196;synthetic;train;904;41;1009;40934.13
2197;synthetic;train;3671;32;75630;208289.41
2198;synthetic;train;3635;42;86183;263237.83
2199;synthetic;train;1821;12;2647;25086.13
